2024-04-15 17:33:04.179377,True,True,True,Pass
2023-06-05 17:33:04.179377,False,True,True,Needs Improvement
2024-04-03 17:33:04.179377,True,False,True,Pass
2024-01-02 17:33:04.179377,False,False,False,Fail
2023-05-02 17:33:04.179377,True,False,False,Needs Improvement
2023-07-28 17:33:04.179377,False,True,False,Needs Improvement
2024-04-01 17:33:04.179377,True,True,True,Needs Improvement
2023-07-21 17:33:04.179377,True,True,True,Pass
2023-11-08 17:33:04.179377,False,False,True,Pass
2024-04-22 17:33:04.179377,False,True,False,Needs Improvement
2023-06-04 17:33:04.179377,True,False,False,Pass
2023-10-26 17:33:04.179377,True,True,False,Fail
2023-08-29 17:33:04.179377,True,False,True,Fail
2023-08-23 17:33:04.179377,False,False,True,Pass
2023-12-05 17:33:04.179377,True,True,True,Fail
2024-03-30 17:33:04.179377,True,True,False,Fail
2024-02-23 17:33:04.179377,True,True,False,Needs Improvement
2023-05-01 17:33:04.179377,True,False,True,Needs Improvement
2023-12-01 17:33:04.179377,True,False,False,Pass
2023-07-01 17:33:04.179377,True,False,False,Fail
2024-02-27 17:33:04.179377,True,True,True,Fail
2023-12-11 17:33:04.179377,False,True,True,Fail
2023-10-18 17:33:04.179377,False,True,True,Fail
2023-08-09 17:33:04.179377,True,True,False,Fail
2023-06-18 17:33:04.179377,False,False,True,Pass
2024-02-25 17:33:04.179377,False,False,False,Pass
2024-02-24 17:33:04.179377,True,True,True,Needs Improvement
2023-08-09 17:33:04.179377,False,True,False,Pass
2023-06-25 17:33:04.179377,False,False,True,Needs Improvement
2023-10-10 17:33:04.179377,False,True,False,Fail
2023-10-04 17:33:04.179377,False,True,True,Needs Improvement
2024-03-13 17:33:04.179377,True,True,False,Pass
2024-03-29 17:33:04.179377,True,True,False,Pass
2024-01-07 17:33:04.179377,True,False,False,Fail
2023-07-29 17:33:04.179377,True,False,False,Pass
2024-04-04 17:33:04.179377,False,False,True,Fail
2023-05-27 17:33:04.179377,False,False,False,Needs Improvement
2023-09-02 17:33:04.179377,False,True,False,Fail
2023-10-13 17:33:04.179377,False,True,False,Needs Improvement
2023-10-11 17:33:04.179377,False,True,False,Fail
2023-07-10 17:33:04.179377,False,True,True,Fail
2023-06-13 17:33:04.179377,True,True,False,Fail
2024-03-25 17:33:04.179377,True,False,False,Pass
2023-11-04 17:33:04.179377,False,False,True,Fail
2024-03-03 17:33:04.179377,True,False,True,Pass
2024-02-16 17:33:04.179377,True,True,True,Pass
2024-04-19 17:33:04.179377,True,True,False,Pass
2023-10-10 17:33:04.179377,True,False,False,Fail
2023-08-05 17:33:04.179377,False,False,True,Needs Improvement
2023-07-26 17:33:04.179377,True,False,False,Needs Improvement
2023-08-03 17:33:04.179377,True,False,False,Pass
2023-06-14 17:33:04.179377,False,True,True,Needs Improvement
2024-03-27 17:33:04.179377,True,False,True,Needs Improvement
2023-08-06 17:33:04.179377,True,True,False,Fail
2023-06-14 17:33:04.179377,True,True,False,Pass
2023-10-12 17:33:04.179377,True,True,True,Pass
2024-03-12 17:33:04.179377,False,True,True,Pass
2023-07-05 17:33:04.179377,True,False,False,Pass
2024-04-11 17:33:04.179377,False,False,False,Needs Improvement
2023-09-25 17:33:04.179377,True,True,True,Fail
2023-05-22 17:33:04.179377,True,True,False,Needs Improvement
2024-03-24 17:33:04.179377,True,True,True,Fail
2024-02-26 17:33:04.179377,False,False,False,Pass
2024-03-10 17:33:04.179377,False,True,True,Needs Improvement
2024-01-13 17:33:04.179377,True,False,False,Fail
2023-09-09 17:33:04.179377,True,True,True,Needs Improvement
2023-08-05 17:33:04.179377,False,False,True,Fail
2023-08-29 17:33:04.179377,True,True,True,Pass
2023-08-05 17:33:04.179377,True,False,True,Fail
2024-04-09 17:33:04.179377,True,False,False,Fail
2023-08-20 17:33:04.179377,True,True,True,Needs Improvement
2023-07-10 17:33:04.179377,True,True,True,Needs Improvement
2023-07-10 17:33:04.179377,True,False,True,Pass
2023-11-04 17:33:04.179377,True,False,False,Pass
2024-01-17 17:33:04.179377,False,True,True,Fail
2023-05-03 17:33:04.179377,False,True,True,Needs Improvement
2023-10-16 17:33:04.179377,False,False,True,Fail
2023-12-22 17:33:04.179377,False,False,True,Fail
2023-05-07 17:33:04.179377,False,False,True,Needs Improvement
2023-10-14 17:33:04.179377,True,False,True,Needs Improvement
2023-08-08 17:33:04.179377,True,False,True,Needs Improvement
2023-05-07 17:33:04.179377,False,False,False,Fail
2024-04-01 17:33:04.179377,False,False,False,Fail
2023-07-09 17:33:04.179377,False,False,False,Needs Improvement
2024-01-09 17:33:04.179377,False,False,False,Pass
2024-02-18 17:33:04.179377,True,False,True,Needs Improvement
2023-12-31 17:33:04.179377,True,False,False,Pass
2023-05-01 17:33:04.179377,False,True,False,Pass
2023-08-04 17:33:04.179377,True,True,False,Needs Improvement
2023-08-14 17:33:04.179377,True,False,True,Fail
2023-06-11 17:33:04.179377,False,False,False,Needs Improvement
2023-12-19 17:33:04.179377,True,True,False,Pass
2023-08-02 17:33:04.179377,False,True,False,Fail
2023-10-12 17:33:04.179377,True,False,False,Fail
2023-12-14 17:33:04.179377,False,True,False,Pass
2023-10-23 17:33:04.179377,False,False,True,Fail
2024-03-02 17:33:04.179377,True,False,True,Pass
2023-10-26 17:33:04.179377,True,True,False,Pass
2024-04-02 17:33:04.179377,True,False,True,Fail
2023-07-11 17:33:04.179377,True,False,False,Pass
2023-12-08 17:33:04.179377,False,True,True,Fail
2023-09-15 17:33:04.179377,False,True,True,Fail
2023-06-15 17:33:04.179377,False,True,False,Fail
2023-06-09 17:33:04.179377,True,False,True,Needs Improvement
2023-08-19 17:33:04.179377,True,True,False,Needs Improvement
2024-02-10 17:33:04.179377,False,True,False,Fail
2023-09-17 17:33:04.179377,True,True,False,Pass
2023-12-12 17:33:04.179377,True,True,False,Needs Improvement
2023-08-11 17:33:04.179377,True,False,False,Fail
2023-05-31 17:33:04.179377,False,False,False,Needs Improvement
2023-10-10 17:33:04.179377,True,False,True,Fail
2024-01-13 17:33:04.179377,False,False,False,Pass
2024-03-13 17:33:04.179377,True,False,False,Fail
2023-12-14 17:33:04.179377,False,True,True,Pass
2024-01-10 17:33:04.179377,True,False,False,Pass
2023-12-28 17:33:04.179377,True,False,False,Needs Improvement
2024-02-03 17:33:04.179377,True,True,False,Fail
2024-02-29 17:33:04.179377,True,True,False,Needs Improvement
2023-08-14 17:33:04.179377,True,False,False,Needs Improvement
2023-07-22 17:33:04.179377,True,False,True,Needs Improvement
2024-02-29 17:33:04.179377,False,False,True,Needs Improvement
2023-05-11 17:33:04.179377,False,True,True,Fail
2024-01-04 17:33:04.179377,False,False,True,Fail
2023-05-04 17:33:04.179377,False,True,True,Pass
2024-04-15 17:33:04.179377,False,False,True,Needs Improvement
2023-10-14 17:33:04.179377,False,True,False,Fail
2023-08-01 17:33:04.179377,True,True,True,Fail
2023-09-16 17:33:04.179377,False,False,False,Pass
2024-02-03 17:33:04.179377,False,False,True,Pass
2023-08-26 17:33:04.179377,True,False,True,Pass
2023-09-27 17:33:04.179377,False,True,False,Needs Improvement
2023-05-24 17:33:04.179377,True,False,False,Needs Improvement
2024-03-05 17:33:04.179377,True,False,False,Pass
2024-04-23 17:33:04.179377,False,True,False,Needs Improvement
2024-02-08 17:33:04.179377,False,False,False,Pass
2023-08-20 17:33:04.179377,True,False,False,Pass
2023-12-13 17:33:04.179377,True,True,False,Needs Improvement
2023-06-03 17:33:04.179377,False,True,True,Fail
2023-06-20 17:33:04.179377,False,False,False,Pass
2023-07-24 17:33:04.179377,True,True,False,Fail
2023-12-05 17:33:04.179377,True,True,False,Fail
2023-05-20 17:33:04.179377,False,False,True,Needs Improvement
2024-04-19 17:33:04.179377,True,False,False,Fail
2023-07-03 17:33:04.179377,True,True,False,Needs Improvement
2023-05-27 17:33:04.179377,True,False,False,Pass
2023-12-18 17:33:04.179377,False,False,False,Needs Improvement
2024-03-06 17:33:04.179377,False,False,False,Needs Improvement
2024-03-26 17:33:04.179377,False,True,True,Pass
2023-11-18 17:33:04.179377,True,True,True,Needs Improvement
2023-06-14 17:33:04.179377,True,True,True,Fail
2023-12-24 17:33:04.179377,False,False,True,Fail
2023-08-09 17:33:04.179377,True,True,False,Needs Improvement
2023-05-28 17:33:04.179377,False,False,False,Pass
2023-09-02 17:33:04.179377,False,True,True,Pass
2024-03-27 17:33:04.179377,False,False,False,Needs Improvement
2024-01-23 17:33:04.179377,True,False,False,Pass
2023-08-25 17:33:04.179377,True,True,False,Pass
2024-02-27 17:33:04.179377,True,False,True,Pass
2024-04-14 17:33:04.179377,False,False,True,Needs Improvement
2024-03-19 17:33:04.179377,False,True,False,Needs Improvement
2023-12-01 17:33:04.179377,False,True,True,Fail
2023-07-12 17:33:04.179377,False,True,True,Fail
2023-11-19 17:33:04.179377,True,True,False,Fail
2024-02-21 17:33:04.179377,False,False,True,Pass
2024-01-02 17:33:04.179377,True,True,True,Pass
2023-05-08 17:33:04.179377,True,True,True,Fail
2023-08-14 17:33:04.179377,True,False,True,Pass
2023-08-19 17:33:04.179377,True,False,True,Pass
2023-10-20 17:33:04.179377,True,False,True,Fail
2023-09-28 17:33:04.179377,True,True,False,Fail
2023-11-05 17:33:04.179377,True,True,True,Pass
2023-10-28 17:33:04.179377,False,True,True,Pass
2023-11-13 17:33:04.179377,False,True,False,Needs Improvement
2023-08-15 17:33:04.179377,True,False,True,Pass
2024-02-10 17:33:04.179377,True,True,True,Fail
2023-11-26 17:33:04.179377,False,True,False,Pass
2024-03-06 17:33:04.179377,True,True,False,Pass
2023-09-25 17:33:04.179377,True,False,True,Fail
2023-06-14 17:33:04.179377,False,True,False,Pass
2023-11-18 17:33:04.179377,False,False,False,Pass
2023-08-13 17:33:04.179377,True,False,True,Needs Improvement
2023-10-02 17:33:04.179377,True,True,True,Fail
2024-03-21 17:33:04.179377,True,False,False,Needs Improvement
2023-12-31 17:33:04.179377,True,False,False,Needs Improvement
2023-11-18 17:33:04.179377,False,True,False,Needs Improvement
2024-04-19 17:33:04.179377,False,False,False,Fail
2023-11-14 17:33:04.179377,False,False,True,Pass
2023-06-29 17:33:04.179377,False,True,False,Pass
2023-08-09 17:33:04.179377,False,False,True,Fail
2023-07-25 17:33:04.179377,True,False,True,Needs Improvement
2023-10-02 17:33:04.179377,False,False,False,Needs Improvement
2023-10-07 17:33:04.179377,False,True,True,Fail
2023-12-11 17:33:04.179377,True,False,True,Needs Improvement
2023-08-14 17:33:04.179377,False,True,False,Needs Improvement
2023-09-07 17:33:04.179377,False,False,True,Needs Improvement
2023-10-31 17:33:04.179377,False,True,True,Fail
2023-06-25 17:33:04.179377,False,True,False,Needs Improvement
2023-08-03 17:33:04.179377,False,True,False,Needs Improvement
2023-08-15 17:33:04.179377,True,True,False,Fail
2023-11-18 17:33:04.179377,True,True,True,Fail
2023-05-27 17:33:04.179377,True,False,False,Fail
2024-03-13 17:33:04.179377,True,False,False,Needs Improvement
2023-08-21 17:33:04.179377,False,True,True,Pass
2023-10-07 17:33:04.179377,True,True,False,Pass
2023-12-20 17:33:04.179377,True,False,True,Pass
2024-04-06 17:33:04.179377,False,True,True,Fail
2023-05-31 17:33:04.179377,False,True,True,Fail
2023-05-02 17:33:04.179377,False,True,False,Needs Improvement
2023-06-24 17:33:04.179377,True,False,False,Fail
2024-02-20 17:33:04.179377,False,False,False,Fail
2024-02-25 17:33:04.179377,False,True,False,Fail
2023-05-04 17:33:04.179377,False,True,True,Needs Improvement
2024-01-14 17:33:04.179377,False,False,True,Fail
2024-03-03 17:33:04.179377,True,False,False,Needs Improvement
2024-02-29 17:33:04.179377,False,True,False,Pass
2023-09-02 17:33:04.179377,True,False,False,Pass
2023-07-03 17:33:04.179377,True,False,True,Pass
2023-12-08 17:33:04.179377,True,False,True,Needs Improvement
2023-05-11 17:33:04.179377,False,False,False,Needs Improvement
2024-03-31 17:33:04.179377,False,False,True,Pass
2024-02-13 17:33:04.179377,False,True,True,Pass
2024-04-01 17:33:04.179377,True,True,True,Needs Improvement
2023-07-03 17:33:04.179377,True,True,False,Needs Improvement
2023-10-03 17:33:04.179377,True,False,False,Pass
2023-06-27 17:33:04.179377,True,False,True,Fail
2023-05-03 17:33:04.179377,True,False,True,Fail
2024-02-20 17:33:04.179377,False,True,True,Needs Improvement
2023-07-13 17:33:04.179377,False,False,False,Fail
2023-06-12 17:33:04.179377,False,True,False,Fail
2023-10-21 17:33:04.179377,False,False,True,Fail
2024-04-04 17:33:04.179377,True,True,True,Fail
2023-08-07 17:33:04.179377,True,False,True,Pass
2023-12-26 17:33:04.179377,False,True,True,Fail
2024-04-17 17:33:04.179377,False,True,False,Fail
2023-11-06 17:33:04.179377,False,True,True,Fail
2023-08-31 17:33:04.179377,True,True,True,Fail
2024-04-04 17:33:04.179377,False,False,True,Fail
2023-09-23 17:33:04.179377,False,False,True,Fail
2024-01-12 17:33:04.179377,False,False,True,Pass
2023-06-11 17:33:04.179377,True,False,False,Needs Improvement
2023-12-26 17:33:04.179377,False,False,False,Fail
2023-08-17 17:33:04.179377,True,True,True,Fail
2023-11-09 17:33:04.179377,False,True,False,Fail
2024-03-15 17:33:04.179377,False,True,False,Pass
2023-11-14 17:33:04.179377,False,False,False,Pass
2024-03-17 17:33:04.179377,False,True,True,Fail
2023-08-31 17:33:04.179377,False,False,False,Pass
2023-12-18 17:33:04.179377,True,True,False,Fail
2024-02-29 17:33:04.179377,False,False,True,Pass
2024-01-02 17:33:04.179377,True,False,False,Needs Improvement
